-1.991320922092209428e-02,-1.149007561512302260e-02,2.909920975804839577e-02,2.648010092018403608e-02,-4.240164899999999265e-03,3.056598250349930324e-02,3.168245500000000693e-03,2.609474440000000145e-02,-1.705394880000000654e-02,-2.160773509999999731e-02,6.360323527647235298e-02,2.488367200000000251e-02,2.649286619999999953e-02,5.757656534346565144e-03,1.069078380000000432e-02,3.931256344365563482e-02,7.800573214642931782e-03,-5.700581116223244621e-02,-8.277329932993299222e-02,-7.863059294070592897e-03,-8.411070421126336585e-03,4.015500650130025828e-02,6.004354473657903118e-02,-8.590764123587639120e-03,1.870675925185036684e-02
6.308251255125513213e-02,-8.134950690138030224e-03,5.556191961607678809e-02,7.216536507301461213e-03,2.716518740000000570e-02,4.819777144571083319e-03,2.133130699999999380e-02,4.014769670000000595e-02,-2.830015170000000149e-02,-5.394865630000000856e-02,6.360667343265671847e-02,1.347907500000000355e-02,1.415907660000000068e-02,3.675172802719727655e-02,1.081979720000000172e-02,-3.195903209679032755e-03,8.993439087817568095e-03,-1.947955831166233581e-02,-9.196865066506648700e-02,3.539347525247475701e-02,2.952497469240771000e-02,2.540307011402280143e-02,1.648878026592022483e-02,3.483179812018797478e-02,9.812045109021800410e-03
2.842465556555655998e-02,2.205100140028005973e-02,3.533919176164768139e-02,-3.020507431486296746e-02,1.045840129999999965e-02,1.097161377724454982e-02,-6.403461999999995186e-03,5.856601560000001400e-02,-1.032654540000000482e-02,9.346250400000002262e-03,2.666301369863013568e-02,3.929964580000001179e-02,8.296201700000001983e-03,1.632055254474552852e-02,-1.067419930000000454e-02,2.924783081691830627e-02,2.222389477895580275e-03,7.421536907381477526e-03,7.191124362436242257e-02,2.923971452854714353e-02,1.748970801240371659e-02,1.914792508501699658e-02,6.182936579026292873e-02,6.090629937006297387e-03,-4.695173734746945979e-03
4.791392739273928753e-03,-2.391321764352870999e-03,2.443181753649270593e-02,2.172709041808360692e-03,4.670656100000001795e-03,2.797791181763647356e-02,4.491929100000000008e-03,-1.924360260000000308e-02,2.276056449999999676e-02,2.867709120000000445e-02,2.636072702729726908e-02,4.085638810000000870e-02,7.147049219999999925e-02,-1.881026157384261752e-02,3.878447700000000817e-03,8.583083891610840746e-03,4.154125365073015747e-02,3.017108971794359162e-02,1.050166816681665817e-03,2.545526407359264068e-02,3.569963839151744922e-02,3.960551710342068675e-03,8.916944916525041190e-03,-4.482392760723924799e-03,1.513842558511701783e-02
2.603983398339840966e-04,4.926294798959791887e-02,8.667070085982804886e-03,-1.802785557111420255e-03,3.858804100000000868e-03,2.352348990201959603e-02,7.309045259999998045e-02,-2.027771780000000440e-02,2.105589460000000315e-02,2.138438379999999320e-02,-1.103422637736225717e-02,-1.358631710000000534e-02,6.383789700000000455e-02,2.635788571142885783e-02,1.738804100000000685e-02,-1.113670372962703888e-02,1.987619973994799935e-02,2.291027805561112254e-02,4.677371907190719380e-02,-4.844264993500650013e-02,-4.356474042212663857e-03,-8.742949789957994711e-03,8.907943117064883592e-03,-2.057606419358064265e-02,6.065783856771353455e-03
-3.750069806980700117e-03,6.608494598919784774e-03,6.759984303139373110e-03,-1.644387557511502868e-02,2.245402189999999923e-02,-5.704456208758251247e-03,4.521770459999999853e-02,2.799301860000000600e-02,-8.178228300000003198e-03,7.666323100000000529e-03,-3.333291940805920700e-02,-2.250759890000000873e-02,1.181999309999999699e-02,4.282839336066393554e-02,1.612046480000000476e-02,1.222984291570843041e-02,-1.866857641528306411e-02,-3.975681836367273708e-02,2.417548454845484460e-03,-2.019065283471653191e-02,-9.323587176152843548e-03,3.533888497699540221e-02,3.442057382785265176e-05,2.695205169483051721e-02,-3.956117503500699434e-02
2.641181478147815176e-02,4.476036407281456381e-02,2.846000359928015436e-02,2.131299169833966722e-02,2.001814859999999710e-02,-4.578369536092781467e-02,5.989261149999998424e-02,-5.502302270000001411e-02,5.389984340000001511e-02,2.356383860000000122e-02,3.306882511748821842e-03,-6.123595900000001341e-02,4.382765670000000197e-02,-1.048184581541845677e-02,3.087560440000001322e-02,2.987700709929007326e-02,-2.570243068613723564e-02,1.003670234046807885e-03,4.400055385538553798e-02,2.641275472452754916e-02,-8.478003100930279340e-03,2.479709841968393697e-02,4.303152464260721899e-02,-4.658378822117788254e-02,1.116251410282056294e-02
1.326594259425942744e-02,1.464575955191038323e-02,3.931704079184163841e-02,1.214512882576515573e-02,2.859512319999999927e-02,4.185361137772446172e-02,1.601063469999999822e-02,-6.685717690000000935e-02,-2.141923100000000038e-02,6.287858690000000528e-02,3.119319038096190350e-02,1.423061250000000333e-02,2.344394699999999623e-02,4.624288231176882508e-02,-3.013548770000000487e-02,1.047659144085591812e-02,2.716108991798360864e-02,9.774445289057812070e-03,2.890968646864686478e-02,-8.392505649435055837e-03,2.999342202660795591e-03,9.872484996999398785e-03,-4.322283265020494120e-02,4.066788491150885587e-02,-1.115109621924384800e-02
1.631278767876787744e-02,1.505444258851770280e-02,2.511914477104579962e-02,3.637613422684536722e-03,1.823885139999999877e-02,3.426804739052189547e-02,5.864813129999998931e-02,3.284329360000000364e-02,-2.999576160000000727e-02,3.822701480000000041e-02,-7.008210008999099516e-02,-2.592288380000000447e-02,1.269109190000000317e-02,1.154706189381062356e-02,-8.262557700000002642e-03,1.533761313868613196e-02,2.164341378275655425e-02,-1.682576655331066359e-02,-6.186598659865577728e-05,4.989515248475152875e-02,-2.744384785435630136e-02,9.880952590518105039e-03,3.890577626711987091e-02,-2.537497760223977536e-02,1.014040098019604146e-02
1.028161666166616667e-02,-2.256055431086217283e-02,1.312121505698860512e-02,8.308542308461694045e-03,2.310370900000000005e-02,-1.269382673465307282e-02,7.893040199999999673e-03,5.802819030000000433e-02,-9.578436299999999737e-03,6.185209000000007479e-04,3.115553854614538931e-02,1.777880319999999847e-02,1.208921700000000279e-02,5.432989401059891074e-03,-3.482780270000000733e-02,4.243783661633836884e-02,4.061925385077020702e-04,-1.365517004400879919e-01,1.460680098009800067e-02,4.021849975002500521e-02,6.882455146543961511e-02,2.689324064812962170e-03,4.568170308907328059e-02,3.771191640835915709e-02,8.911677445489095406e-02
2.934792669266926557e-02,1.106380596119223812e-02,-4.232844081183764068e-02,-2.963632976595319268e-02,2.959806850000000489e-02,4.275597500499900283e-02,3.042576829999998900e-02,3.597095430000001037e-02,-4.796041800000000292e-03,3.350882000000005435e-04,2.629534366563342912e-02,1.892962210000000492e-02,6.990815170000000411e-02,8.569065593440657047e-02,-2.280266000000020360e-04,4.898494580541946225e-02,-1.990411712342468956e-02,-7.308019813962791933e-02,3.974594689468946562e-02,6.854638236176381107e-03,1.841101190357107009e-02,2.057104070814163438e-02,-1.067666290112966390e-02,2.502618148185181343e-02,-1.692325065013000141e-03
2.575390209020901600e-02,1.811766013202640441e-02,2.655004069186163093e-02,-8.027412782556510307e-03,2.636268050000000265e-02,1.656012117576485115e-02,5.515795349999998848e-02,3.741229119999999603e-02,4.200982000000003276e-03,6.461050430000001010e-02,4.071967663233676954e-02,1.540222999999994215e-04,4.209965379999999757e-02,7.220718298170183957e-02,1.635478350000000788e-02,-1.149301149885011662e-02,-6.527698239647931021e-03,-8.791493998799759096e-03,2.651102200220022131e-02,4.164024497550244952e-02,-1.764304291287386098e-04,-2.749006301260252007e-03,1.456870538838348980e-02,9.832797920207978284e-03,1.814386477295459182e-02
